"transE-High_S47_L005"	"transE-Low_S45_L005"	"transE-Medium_S46_L005"	"transE-Pre_S48_L005"
"C1QC"	49.6797939874355	43.5934712484445	119.776303594768	59.5945934605395
"C1QL1"	163.77881752944	125.04178127152	165.373866805945	184.397352934039
"C1QL3"	108.045326791217	122.457718695592	108.37029677874	130.473034778974
"C1QL4"	2569.30076282172	1455.06214502699	3015.42004790152	2003.5917791895
"C1QTNF2"	44.3499088046775	27.8877402674807	46.867837752173	31.1865141801111
"C1QTNF4"	56.1940980996952	74.6357814138111	121.946355935637	101.157711449669
"C1QTNF6"	5.62598991513342	9.53082820212336	11.0090460219672	1.87119085080666
"C1QTNF8"	36.5524841854575	16.5782715910174	23.6588633260546	29.7122426006876
"C1QTNF9B"	0	0	0.21171242349937	0
"C1QTNF9B-AS1"	39.8425367674069	43.2914379603491	26.0141640374851	34.3618683511769
"C1S"	5.06668097620203	0	0.21171242349937	1.64437983858768
"C2"	17.0424723744977	10.9067576256693	18.3925167915077	7.7682771685004
"C20orf141"	152.559738224992	114.302819917015	213.194410463865	175.466669327916
"C20orf144"	11.4822835110033	37.7541610119323	40.966353947128	30.5344325199815
"C20orf173"	7.8303251450395	0	6.56308512848046	3.68567894855858
"C20orf194"	248.662174143733	177.058625332404	269.642235379385	188.423248400926
"C20orf195"	1.15151840368228	12.7189573542421	18.8953337973188	11.0570368456757
"C20orf197"	48.8901813677676	57.3527654839043	48.5086090342931	52.8469658470246
"C20orf202"	0.0658010516389874	0	0	0
"C20orf203"	197.797961226796	151.217999573126	391.244558626835	243.821838135414
"C20orf24"	26.7810280170679	13.4908202015972	37.2349224829517	33.1144077839725
"C20orf27"	6.8104088446352	20.1691117939301	30.2748765604099	13.4102010974478
"C20orf78"	45.5343277341793	45.9090597905097	70.8178056605392	70.7933871888522
"C20orf85"	36.4208820821795	6.44337681270312	9.71230742803359	13.4102010974478
"C21orf2"	22.3723575572557	21.0752116582164	7.88628777535152	21.1501268894208
"C21orf33"	87.3179955249363	94.5699784281114	115.833159707093	96.0261122982148
"C21orf58"	0	0	0.264640529374212	1.36086607331394
"C21orf91"	0.855413671306836	0	0	0
"C22orf23"	0	7.04744338889404	0.370496741123897	0
"C22orf24"	464.851529303627	289.314330741217	620.66143354134	392.269645632743
"C22orf29"	2.27013628154507	38.7273793846844	14.6875493802688	7.14454688489817
"C22orf31"	3.45455521104684	2.14779227090104	2.09066018205628	4.36611198521555
"C22orf34"	3.1255499528519	0	6.4836929696682	6.80433036656969
"C22orf39"	34.7429552653853	61.9503833138019	38.1082362298866	66.3422210740545
"C22orf42"	214.248224136543	191.925374957548	190.911677890557	182.951432731143
"C2CD2"	22.4710591347142	20.8738561328195	9.89755579859554	20.1861800874901
"C2CD2L"	13.3247129568949	5.50371769418391	17.1222422505115	12.2194432832981
"C2CD3"	11.5809850884618	2.58406257592781	4.44596089348676	11.8225240119148
"C2CD4A"	163.08790648723	173.971173942984	170.56082118168	156.783112196377
"C2CD4B"	56.6547054611682	64.265971855867	111.65183934298	72.6078752866041
"C2CD4C"	2.56624101392051	0.0335592542328287	1.05856211749685	8.59046708779423
"C2CD4D"	23.9844833224109	1.54372569471012	5.05463411104745	13.0983359556467
"C2CD5"	0	1.51016644047729	6.27198054616883	2.97689453537424
"C2orf16"	146.012533586913	162.024079436097	45.5181710523645	153.239190130455
"C2orf27A"	94.4574096277664	107.758765341613	104.824113685125	85.2525892178127
"C2orf40"	34.3152484297319	26.2097775558392	18.7630135326316	12.9282276964824
"C2orf42"	97.5829595806183	66.1117308386726	76.4811129891473	62.3730283602222
"C2orf44"	96.8591480125895	126.686184728928	35.2501185126451	124.377488825588
"C2orf47"	41.2901599034646	34.1633208090197	60.0734001679462	37.4238170161333
"C2orf48"	80.7378903610375	22.2833448105983	59.7558315326971	58.4605383994446
"C2orf49"	4.73767571800709	15.8399679978952	7.99214398710121	13.126687332174
"C2orf50"	90.1474407454127	34.5995911140464	28.7928895959143	52.3933438225866
"C2orf54"	164.996136984761	162.225434961494	175.668383398602	142.805883568381
"C2orf57"	7.00781199955216	110.309268663308	61.6083152383166	42.6971730502248
"C2orf61"	0	0	1.03209806455943	3.65732757203121
"C2orf66"	11.0874772011694	19.8335192516018	8.36264072822511	4.22435510257868
"C2orf69"	0	2.04711450820255	0	3.45886793633959
"C2orf71"	1.5463247135162	2.01355525396972	3.04336608780344	0
"C2orf73"	2.66494259137899	9.43015043942488	1.40259480568332	7.42806065017191
"C2orf74"	3.45455521104684	0.100677762698486	3.96960794061318	4.98984226881777
"C2orf76"	168.121686937613	556.345316671835	158.175644406967	299.078670987265
"C2orf80"	15.858053444996	22.0819892852013	4.63120926404871	6.35070834213171
"C2orf81"	391.713660406892	321.195622262404	205.334586741451	266.871507252169
"C2orf82"	13.2918124310755	13.5579387100628	20.8272096617505	10.8018744569294
"C2orf83"	13.9169224216458	29.8341770129847	9.50059500453422	23.1063718698096
"C2orf88"	205.036076907085	96.5164151736155	101.463178962073	141.700179883814
"C2orf91"	191.612662372731	269.581489252313	196.654377377977	262.618800773063
"C3"	0	0	0.449888899936161	1.81448809775192
"C3AR1"	47.4754587575294	22.1155485394341	34.3238766598353	50.068530947342
"C3orf14"	20.4970275855446	23.8606297595412	10.4533009102814	18.513448872375
"C3orf18"	13.3576134827144	17.1487789129755	11.7765035571524	10.319901055964
"C3orf20"	8.91604249708279	0	0.661601323435531	0
"C3orf22"	58.0694280714064	46.5131263667006	36.5203930536413	33.7097866910473
"C3orf33"	120.942332912459	94.3350636484816	78.6511653300159	106.827986755144
"C3orf35"	5.32988518275798	6.14134352460766	7.38347076954052	11.0853882222031
"C3orf36"	34.0191436973565	34.5660318598136	38.9021578180092	36.3748160846205
"C3orf52"	25.3992059326491	6.40981755847029	35.435366883207	8.76057534695848
"C3orf56"	45.4027256309013	37.619923995001	66.0542761318034	39.4367647495768
"C3orf58"	0	0	1.32320264687106	0
"C3orf62"	19.3126086560428	28.8609586402327	6.74833349904241	27.2740242193335
"C3orf67"	0	0	1.90541181149433	0
"C3orf70"	213.985019929987	218.705659835345	207.028286129446	227.604850761756
"C3orf79"	0	0	0	0.76548716623909
"C3orf80"	3.05974890121291	0	1.48198696449559	0
"C3orf84"	40.6650499128942	39.5328014862723	41.839667694063	40.3156574219254
"C4A"	568.159180376837	306.463109654192	499.694247564388	419.17510195722
"C4B"	17.4372786843317	62.8564831780882	91.4597669517277	62.514785242859
"C4BPB"	13.4234145343534	17.8199639976321	20.7213534500008	20.4980452292912
"C4orf19"	63.5967164090813	60.3059798563932	46.9736939639227	63.9323540692277
"C4orf22"	331.604399734677	341.868122869826	359.672943472492	390.285049275826
"C4orf26"	30.1039811248367	23.7263927426099	50.2287724752255	43.2074978277175
"C4orf27"	47.0148513960565	28.6596031148357	12.8086016217119	37.2253573804417
"C4orf3"	338.184504898576	344.183711411892	405.376362895418	330.633753062232
"C4orf46"	9.70565511675064	0	1.50845101743301	4.93313951576302
"C4orf47"	0	0	0.238176476436791	2.38151562829939
"C4orf51"	15.8251529191765	12.6853981000093	11.8294316630273	36.715032602949
"C5"	43.4944951333707	37.0494166730429	20.6419612911886	39.3233592434673
"C5AR1"	69.5517115824097	30.6060398603398	23.3148306378681	39.1532509843031
"C5AR2"	170.589226374075	188.603008788498	295.841647787432	174.616128032095
"C5orf22"	128.081747015289	166.319663977899	52.0283280749701	155.082029604734
"C5orf24"	136.43848057344	146.955974285557	132.452584951793	90.6960535110685
"C5orf28"	1.71082734261367	1.57728494894295	1.3761307527459	0
"C5orf30"	5.2311836052995	6.51049532116878	8.17739235766316	13.3251469678656
"C5orf34"	56.0295954705978	66.4473233810009	28.6605693312272	38.2176555588998
"C5orf42"	2.53334048810102	32.6531543685424	7.93921588122637	15.3664460778365
"C5orf46"	35.5325678850532	71.4476522616924	46.5767331698613	36.034599566292
"C5orf47"	24.2476875289669	22.0484300309685	18.8953337973188	26.0265636521291
"C5orf49"	0	5.06744738915714	5.08109816398487	6.0388432003306
"C5orf51"	45.5014272083598	36.6131463680162	12.5439610923377	54.1227777907564
"C5orf52"	2.73074364301798	4.06066976217228	8.01860804003863	0
"C5orf64"	0.361905784014431	6.91320637196272	1.82601965268206	2.35316425177202
"C5orf66"	7.50131988684456	15.1687829132386	7.38347076954052	19.1088277794499
"C5orf67"	38.6910183637246	27.2165551828241	37.9229878593246	52.1665328103676
"C6"	1.5463247135162	3.6243994571455	1.98480397030659	0.623730283602222
"C6orf1"	115.579547203881	62.9571609407867	128.800545646429	111.335855622997
"C6orf10"	11.5151840368228	19.4979267092735	6.72186944610499	15.4515002074187
"C6orf106"	1.25021998114076	0	1.11149022337169	1.95624498038879
"C6orf118"	19.5100118109598	3.32236616905005	8.52142504584963	8.36365607557524
"C6orf120"	21.3524412568514	21.6792782344074	25.2202424493624	24.2120755543771
"C6orf132"	69.1898057983953	60.4737761275574	73.06725016022	100.760792178286
"C6orf141"	80.1127803704672	50.3053220950103	88.1252962816127	56.2774824068368
"C6orf15"	0	0	0	1.67273121511505
"C6orf163"	87.3179955249363	77.1191662270404	35.4089028302696	76.7471762596006
"C6orf203"	6.44850306062077	4.09422901640511	9.13009826341032	3.09030004148373
"C6orf222"	8.22513145487343	7.08100264312686	3.96960794061318	15.5365543370008
"C6orf223"	0	10.9067576256693	9.87109174565812	11.1137395987305
"C6orf226"	254.518467739603	123.699411102207	182.575501215269	241.38361975406
"C6orf229"	0	17.8870825060977	2.85811771724149	3.79908445466808
"C6orf25"	29.6762742891833	47.3185484682885	76.8780737832086	41.8182803778762
"C6orf47"	23.8528812191329	25.3036776915529	15.1374382802049	9.21419737139646
"C6orf48"	93.4045928015426	81.3811915146097	70.4473089194153	97.1318159827823
"C6orf52"	90.6080481068857	93.1940490045654	116.097800236467	74.4507147608834
"C6orf62"	6.08659727660633	14.4640385743492	13.7348434745216	17.4360965643348
"C6orf7"	0	0	0.502817005811003	1.98459635691616
"C6orf89"	32.8347247678547	35.3378947071687	41.0722101588777	40.3723601749802
"C6orf99"	53.6607576115942	64.870038432058	70.5267010782276	79.8374763010844
"C7orf25"	22.3723575572557	15.5379347097997	26.5699091491709	14.3741478993785
"C7orf31"	18.9178023462089	93.9994711061533	15.3756147566417	54.0093722846469
"C7orf33"	210.760768399677	148.5332592345	100.484009003388	158.512546164546
"C7orf43"	171.642043200299	153.466469606726	205.837403747262	141.983693649088
"C7orf49"	0.723811568028861	6.40981755847029	0.820385641060058	8.10849368682888
"C7orf50"	6.34980148316228	16.5782715910174	10.2945165926569	4.56457162090717
"C7orf55-LUC7L2"	2.73074364301798	0	0	0
"C7orf60"	1.80952892007215	0	1.48198696449559	0
"C7orf61"	62.642601160316	30.4718028434085	37.1819943770768	43.8312281113198
"C7orf66"	246.9184462753	337.236945785696	429.088154327348	321.05098779598
"C7orf69"	57.9378259681284	49.0300704341628	32.5507851130281	50.3236933360883
"C7orf72"	142.492177324227	145.68072262471	65.0221780672439	127.297680607908
"C7orf73"	136.635883728357	197.462651905964	120.490833024079	221.367547925734
"C7orf76"	0	9.69862447328751	4.3665687346745	3.2320569241206
"C7orf77"	26.6823264396094	26.5118108439347	8.46849693997479	27.0188618305871
"C8A"	1.67792681679418	0	0	0
"C8B"	201.186715386204	163.735601401971	140.550585150644	191.853764960738
"C8orf22"	74.3880888778753	72.689344668307	74.6815573894027	57.354834714877
"C8orf33"	3.35585363358836	10.7054021002724	10.241588486782	6.94608724920656
"C8orf34"	117.323275072315	134.471931710945	43.5333670820579	123.356839270603
"C8orf37"	40.6979504387137	32.5524766058439	19.4246148560672	59.5662420840122
"C8orf4"	226.487219741395	205.416195159145	244.077960241836	210.679078974914
"C8orf44-SGK3"	2.03983260080861	26.1426590473736	1.48198696449559	6.97443862573393
"C8orf46"	2.1056336524476	0	2.80518961136665	6.46411384824121
"C8orf48"	82.5803198069292	58.7622541616831	20.5890331853137	62.4013797367495
"C8orf58"	14.9039381962306	282.669598403116	185.962899991259	124.802759473499
"C8orf59"	0	0.0335592542328287	0	0
"C8orf76"	25.925614345761	3.02033288095459	0.688065376372952	3.26040830064798
"C8orf82"	0.0329005258194937	1.40948867777881	3.46679093480218	4.90478813923565
"C8orf87"	144.433308347577	149.976307166512	89.7131394578579	130.274575143282
"C8orf88"	50.8971134427568	27.2165551828241	14.7934055920185	25.0059140971436
"C9"	37.7369031149593	34.7338281309777	26.6757653609206	28.3230251508463
"C9orf106"	51.1274171234932	44.8016044008264	24.5057130200521	60.3317292502513
"C9orf117"	78.9941624926044	107.859443104312	112.260512560541	128.800303563859
"C9orf129"	49.5481918841575	59.8025910429008	55.3098706392104	47.7437180720973
"C9orf131"	300.21729810288	279.078758200204	84.7908256114976	221.849521326699
"C9orf135"	420.172615240754	496.240692340839	456.87540991164	450.928643667879
"C9orf139"	502.062024005474	553.593457824743	430.967102085905	466.947171405845
"C9orf142"	1.08571735204329	0	3.22861445836539	4.47951749132505
"C9orf152"	64.4521300803882	78.9313659556132	115.250950542469	107.650176674438
"C9orf153"	1.87532997171114	0	0	0
"C9orf156"	44.514411433775	27.8877402674807	40.2253604648803	43.1224436981354
"C9orf163"	40.7637514903527	89.8045643270497	130.838277722611	60.615243015525
"C9orf170"	21.6485459892269	30.3040065722444	30.1690203486602	32.8592453952261
"C9orf171"	68.7620989627418	102.691317952456	50.4934130045997	79.6673680419201
"C9orf172"	36.8814894436524	29.8006177587519	47.3971188109214	35.1840582704708
"C9orf173"	85.2781629241277	72.9578187021697	78.6247012770785	87.3789424573658
"C9orf3"	162.561498074118	52.520232874377	156.720121495408	116.750968539725
"C9orf40"	105.742289983853	114.36993842548	170.640213340492	140.651178952301
"C9orf41"	11.6796866659203	10.5040465748754	6.72186944610499	20.9800186302565
"C9orf43"	84.2253460979039	78.7300104302162	49.6994914164771	92.7940553740941
"C9orf47"	0.26320420655595	0.0671185084656575	0.0264640529374212	0.567027530547474
"C9orf57"	0.197403154916962	0	0	0
"C9orf62"	100.576907430192	202.966369600148	216.423024922231	165.685444425972
"C9orf64"	2.6320420655595	12.4504833203795	1.2438104880588	4.05424684341444
"C9orf66"	115.053138790769	95.039807987371	94.2914206160318	113.065289591166
"C9orf72"	43.0667882977173	78.5622141590521	46.7884455933607	82.7293167068765
"C9orf84"	17.1411739519562	28.5589253521373	11.247222498404	15.0829323125628
"C9orf85"	93.9310012146545	77.6896735489985	117.262218565713	131.862252228815
"C9orf89"	20.2996244306276	20.9074153870523	39.457902929695	43.774525358265
"C9orf9"	87.5482992056727	108.664865205899	135.760591568971	118.565456637477
"C9orf91"	53.1343491984823	72.1523966005818	24.9820659729256	71.1336037071806
"C9orf92"	32.0780126740064	46.1775338243723	11.750039504215	27.9261058794631
"CA1"	1.15151840368228	58.393102365122	8.15092830472574	20.6114507354007
"CA10"	0.954115248765317	0	0.979169958684585	0
"CA11"	11.1203777269889	0.167796271164144	4.97524195223519	11.9926322710791
"CA12"	53.4962549824968	52.4866736201441	12.5704251452751	34.900544505197
"CA13"	67.2815753008646	51.8154885354876	84.6585053468105	62.5998393724411
"CA14"	122.291254471058	128.733299237131	195.833991736917	127.099220972216
"CA2"	5.98789569914785	71.6154485328565	28.8458177017891	34.8154903756149
"CA3"	81.5933040323444	59.6347947717367	27.1256542608568	63.7055430570087
"CA4"	12.3047966564906	11.0745538968335	4.07546415236287	9.97968453763555
"CA5A"	43.0338877718978	27.6192662336181	27.6813993725426	26.7353480653134
"CA5B"	2.17143470408658	0	0	2.06965048649828
"CA6"	215.72874779842	178.468114010183	88.6281132874237	93.843056305607
"CA9"	76.8885288401568	58.3259838566564	136.342800733594	95.6291930268315
"CAAP1"	24.0502843740499	17.6186084722351	32.6566413247778	25.2043737328352
"CAB39L"	103.077347392474	62.5880091442256	49.0643541459789	60.3317292502513
"CABIN1"	0	0	0.344032688186476	0
"CABLES2"	63.7283185123593	43.2243194518834	95.9586559510894	71.9841450030018
"CABP1"	8.12642987741494	46.4124486040021	7.30407861072826	31.1298114270563
"CABP2"	10.0346603749456	5.03388813492431	3.78435957005123	0
"CABP4"	149.401287746321	118.866878492679	81.2711065708206	108.869285865115
"CABS1"	209.576349470175	295.623470536988	163.521383100326	248.329707003266
"CACFD1"	193.224788137887	144.875300523122	243.204646494901	157.803761751362
"CACNA1A"	2124.25535006143	1401.23310123753	2563.36109562449	1822.08626666125
"CACNA1C"	11.1203777269889	14.4304793201164	13.8142356333339	0
"CACNA1E"	2.73074364301798	0	0.291104582311633	5.15995052798201
"CACNA1F"	7.99482777413697	15.5714939640325	20.4302488676892	7.79662854502777
"CACNA1H"	4.83637729546557	9.06099864286376	2.93750987605376	14.9411754299259
"CACNA2D3"	169.273205341295	170.24609672314	270.912509920381	196.815255853028
"CACNA2D4"	12.1402940273932	23.6257149799114	5.31927464042167	2.38151562829939
"CACNB1"	0	1.74508122010709	0.502817005811003	0.0283513765273737
"CACNB2"	0	4.09422901640511	0.158784317624527	1.7294339681698
"CACNB3"	11.8441892950177	2.51694406746216	4.76352952873582	11.9359295180243
"CACNG2"	140.945852610711	162.05763869033	140.365336780082	150.574160736882
"CACNG3"	153.283549793021	131.116006287662	198.26868460716	115.673616231685
"CACNG4"	2.00693207498912	3.69151796561116	5.95441191091977	5.67027530547474
"CACNG5"	48.6269771612117	26.3440145727706	37.129066271202	36.8000867325311
"CACNG6"	13.3905140085339	5.23524366032128	13.946555898021	5.78368081158424
"CACNG7"	7.69872304176153	15.2694606759371	8.81252962816127	10.6317661977651
"CACNG8"	7.00781199955216	22.7867336240907	12.5704251452751	17.3793938112801
"CACUL1"	22.7342633412701	30.0690917926146	16.3018566094515	21.8872626791325
"CACYBP"	14.9368387220501	0	0.846849693997479	7.42806065017191
"CAD"	16.6147655388443	10.4033688121769	9.36827473984711	18.0031240948823
"CADM1"	2.89524627211545	1.34237016931315	10.241588486782	4.02589546688707
"CADM2"	1.18441892950177	0	0.502817005811003	1.78613672122454
"CADM3"	21.5498444117684	14.900308879376	13.9730199509584	16.84071765726
"CADPS"	6.08659727660633	2.24847003359953	11.3266146572163	7.42806065017191
"CAGE1"	15.6277497642595	176.89082906124	14.449372903832	53.2722364949352
"CALB1"	2.73074364301798	33.4921357243631	12.4910329864628	5.52851842283787
"CALB2"	55.2070823251104	33.3914579616646	62.7462695146257	55.2851842283787
"CALCA"	197.633458597699	242.331374815256	378.88584590506	252.582413482372
"CALCB"	293.538491361523	299.650581044928	250.561653211504	303.303026089844
"CALCOCO1"	0	11.1416724052991	10.6914773867182	7.34300652058979
"CALCOCO2"	28.1628501014866	12.4504833203795	19.8480397030659	31.4133251923301
"CALCR"	715.092928686696	701.119939432258	301.875451857164	601.786318170034
"CALD1"	3.6519583659638	8.02066176164607	6.72186944610499	8.61881846432161
"CALHM1"	25.3992059326491	47.2849892140557	38.2934846004485	19.7042066865247
"CALHM2"	10.2320635298625	20.8402968785866	24.1087522259907	12.5596598016266
"CALM1"	81.1984977225105	96.0801448685887	11.6706473454028	91.5182434303623
"CALML3"	2.1056336524476	2.11423301666821	2.32883665849307	2.83513765273737
"CALML4"	46.4555424571251	51.7148107727891	73.5436031130936	48.1122859669532
"CALN1"	3.94806309833924	0	5.34573869335909	6.91773587267918
"CALR"	11.0874772011694	7.71862847355061	1.61430722918269	5.07489639839989
"CALR3"	18.7532997171114	10.7054021002724	10.8502617043427	12.6447139312087
"CALU"	21.4182423084904	1.84575898280558	13.5231310510222	6.12389732991272
"CAMK1"	0	5.30236216878694	2.59347718786728	1.13405506109495
"CAMK1D"	6.41560253480127	5.16812515185563	6.69540539316757	6.18060008296747
"CAMK1G"	2.56624101392051	7.18168040582535	2.1171242349937	1.30416332025919
"CAMK2B"	15.463247135162	29.2301104367938	35.3559747243948	24.1553728013224
"CAMK2D"	1.0528168262238	1.81219972857275	2.22298044674338	2.89184040579212
"CAMK2G"	12.1731945532127	1.64440345740861	0.926241852809743	1.78613672122454
"CAMK2N1"	32.4728189838403	49.0300704341628	43.6392232938076	31.3849738158027
"CAMK2N2"	117.060070865759	100.644203444253	196.41620090154	136.710337614996
"CAMK4"	40.5005472837967	55.7419212807285	27.893111796042	34.5319766103412
"CAMKK1"	96.892048538409	90.0394791066795	164.60640927076	110.995639104668
"CAMKK2"	64.5508316578466	32.5860358600767	58.2473805152641	44.5116611479767
"CAMKMT"	14.8052366187722	0	13.6289872627719	4.98984226881777
"CAMLG"	37.9343062698762	9.02743938863093	13.2055624157732	30.1375132485983
"CAMP"	28.6234574629595	12.5847203373108	24.9291378670508	15.0262295595081
"CAMSAP1"	7.50131988684456	2.88609586402327	0	0
"CAMTA2"	19.4771112851403	6.67829159233292	4.92231384636035	14.8561213003438
"CANT1"	0.329005258194937	0	0	0
"CANX"	0	3.3894846775157	0.740993482247794	0
"CAP1"	10.8242729946134	4.46338081296622	7.75396751066442	8.05179093377413
"CAP2"	297.124648675848	206.456532040362	139.46555898021	258.904770447977
"CAPN1"	75.4409057040991	107.154698765422	111.228414495981	122.591352104364
"CAPN10"	65.0114390193196	107.590969070449	172.280984622612	94.3250297065723
"CAPN11"	4.73767571800709	9.39659118519205	8.733137469349	11.9359295180243
"CAPN12"	3.81646099506127	0.302033288095459	1.42905885862075	6.18060008296747
"CAPN15"	86.363880276171	83.663220802442	125.571931188064	114.369452911426
"CAPN2"	0	7.28235816852384	1.00563401162201	0
"CAPN3"	109.887756237109	60.8429279241185	102.839309714819	77.5693661788945
"CAPN5"	2.99394784957393	1.64440345740861	4.2342484699874	6.83268174309706
"CAPN6"	13.1602103277975	5.47015843995108	4.57828115817387	6.52081660129595
"CAPN7"	30.7290911154071	25.2029999288544	33.6358112834624	48.9911786393018
"CAPNS1"	8.45543513560988	2.61762183016064	17.65152330926	6.43576247171383
"CAPNS2"	20.924734421198	27.2165551828241	21.1183142440621	14.9128240533986
"CAPRIN2"	6.11949780242583	0	5.2398824816094	7.88168267460989
"CAPS"	31.123897425241	15.672171726731	21.3035626146241	36.5732757203121
"CAPS2"	91.562163355651	51.6812515185563	48.3498247166686	83.069533225205
"CAPSL"	40.2373430772408	34.1633208090197	9.50059500453422	47.9138263312616
"CAPZA1"	32.6044210871183	46.8151596547961	14.3699807450197	23.7584535299392
"CAPZA2"	253.465650913379	218.269389530318	59.7293674797597	209.771834926038
"CAPZA3"	101.136216369124	181.018617331878	55.6274392744594	113.518911615604
"CARD10"	84.0279429429869	77.6225550405329	108.052728143491	79.0152863817905
"CARD11"	0	33.894846775157	25.8289156669231	13.126687332174
"CARD14"	25.6295096133856	19.4979267092735	11.1149022337169	35.8361399306004
"CARD16"	82.4158171778317	84.0323725990032	140.127160303645	91.0079186528696
"CARD18"	1.48052366187722	12.5511610830779	0.0529281058748424	1.10570368456757
"CARD6"	3.1255499528519	79.5689917860369	7.54225508716505	27.841051749881
"CARD8"	55.2070823251104	108.899779985529	17.8103076268845	60.5018375094155
"CARD9"	0.0329005258194937	0	0	0
"CARF"	0	8.18845803281021	0.926241852809743	2.35316425177202
"CARHSP1"	189.934735555937	435.431323670953	240.875809836408	233.615342585559
"CARM1"	1.97403154916962	1.74508122010709	0	4.67797712701666
"CARNS1"	19.6416139142377	15.4372569471012	22.7855495791197	16.9257717868421
"CASC10"	18.7862002429309	7.91998399894758	12.3322486688383	22.3975874566252
"CASC3"	83.2054297974996	42.720930638391	67.9861519962351	74.9893909149035
"CASC4"	47.5083592833489	24.8002888780604	14.5816931685191	41.6198207421846
"CASC5"	35.0061594719413	74.6357814138111	4.84292168754808	51.4577483971833
"CASD1"	124.824594959159	153.063758555932	84.1027602351246	137.362419275126
"CASKIN1"	137.063590564011	90.4757494117063	112.763329566352	72.4094156509125
"CASKIN2"	76.5924241077813	79.2669584979415	112.128192295854	108.982691371225
"CASP1"	14.8052366187722	11.6786204730244	1.66723533505754	14.5159047820153
"CASP10"	27.2087348527213	7.18168040582535	5.84855569917009	12.7864708138455
"CASP14"	55.6018886349444	34.5324726055808	43.0040860233095	33.68143531452
"CASP2"	7.04071252537165	7.11456189735969	1.98480397030659	10.6317661977651
"CASP4"	63.5967164090813	56.245310094221	45.676955369989	56.5326447955832
"CASP5"	2.36883785900355	25.0352036576902	16.0372160800773	7.37135789711716
"CASP6"	430.305977193158	966.238047871605	586.575733357941	619.562631252698
"CASP7"	27.2087348527213	18.5918268449871	30.6983014074086	32.774191265644
"CASP8"	216.320957263171	379.420928356362	654.588349407114	384.189503322441
"CASP9"	104.393368425254	104.067247376002	96.3026886392758	132.854550407273
"CASQ1"	48.8243803161287	29.9348547756832	26.6493013079832	34.2768142215948
"CASQ2"	59.5499517332836	14.9674273878416	28.2900725901033	44.454958394922
"CASR"	69.4530100049512	73.1927334817995	53.8808117805896	56.4759420425284
"CASS4"	14.9039381962306	14.4304793201164	8.46849693997479	17.0958800460063
"CAST"	266.954866499372	433.988275738941	447.030782218919	376.591334413105
"CASZ1"	39.5135315092119	48.3253260952734	49.6200992576648	47.7720694486247
"CAT"	7.76452409340051	3.65795871137833	0.264640529374212	11.0570368456757
"CATIP"	21.0234359986565	5.06744738915714	8.86545773403611	4.90478813923565
"CATSPER1"	1.48052366187722	0	0	0
"CATSPERB"	1.87532997171114	0	0	0
"CAV1"	1906.78287439458	1527.38233789873	696.136912518865	1800.56757187698
"CAV2"	0.0329005258194937	24.2633408103352	13.8671637392087	6.18060008296747
"CAV3"	40.3360446546993	45.6741450108799	49.381922781228	57.7801053627876
"CBFA2T2"	47.9360661190023	44.7344858923607	28.210680431291	33.3695701727189
"CBFA2T3"	43.6918982882876	24.4646963357321	30.4865889839092	45.3905538203253
"CBLB"	22.7671638670896	15.8064087436623	15.9313598683276	19.5624498038879
"CBLL1"	2.46753943646203	0	2.54054908199244	0
"CBLN2"	15.923854496635	5.47015843995108	5.6103792227333	15.1963378186723
"CBLN3"	98.6357764068421	119.739419102733	121.178898400452	142.267207414361
"CBR1"	85.7716708114201	48.3588853495062	64.3605767438084	75.6981753280878
"CBR3"	7.36971778356659	20.8402968785866	27.4167588431684	21.0367213833113
"CBR4"	63.7612190381788	45.0029599262233	27.205046419669	72.1826046386935
"CBWD1"	56.3915012546122	52.2853180947472	53.589707198278	71.615577108146
"CBWD3"	1.67792681679418	0	0	0.0283513765273737
"CBX1"	61.8529885406482	93.6303193095922	75.7136554539621	82.5875598242396
"CBX2"	93.6348964822791	111.148250019129	80.3977928238857	123.555298906295
"CBX4"	95.2141217216148	133.028883778933	94.4766689865938	98.0107086551309
"CBX6"	333.413928654749	331.431194803417	564.928138055131	406.21852288421
"CBX7"	111.236677795708	88.8313459542977	143.276382603198	88.3145378827691
"CBX8"	191.810065527648	121.115348526279	121.866963776825	207.447022050793
"CC2D1B"	308.376628506114	286.361116368728	350.860413844331	292.302691997223
"CC2D2A"	78.566455656951	37.2843314526727	68.0126160491725	72.9480918049325
"CCAR1"	20.79313231792	3.6243994571455	1.34966669980848	1.58767708553293
"CCBE1"	16.9766713228587	25.0352036576902	13.9200918450836	13.0416332025919
"CCDC101"	0.987015774584811	0	1.95833991736917	7.31465514406242
"CCDC102A"	28.1957506273061	45.271433960086	54.3307006805258	53.7258585193732
"CCDC102B"	466.397854017143	463.184826921502	685.630683502709	521.495219844512
"CCDC103"	228.790256548759	221.893788987464	149.019082090619	195.426038403187
"CCDC105"	0	1.81219972857275	0	0
"CCDC106"	2.40173838482304	13.0881091508032	5.82209164623267	3.03359728842899
"CCDC107"	0	0	0	3.79908445466808
"CCDC108"	737.004678882478	823.57765812785	536.241104670966	825.960652371978
"CCDC109B"	40.1057409739628	13.725734981227	28.6870333841646	18.2299351071013
"CCDC110"	0	14.1620052862537	2.43469287024275	1.30416332025919
"CCDC112"	46.1923382505692	67.991049075711	37.7906675946375	55.4269411110156
"CCDC113"	328.511750307645	318.578000432243	299.361366828109	286.575713938693
